facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B51-01	東京都	医療法人社団ARen 大森整形外科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2309035/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B51-02	東京都	南新宿整形外科リハビリテーションクリニック	HOLD_NO_BRAND	PRP|脂肪由来幹細胞|脂肪由来幹細胞/SVF		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1906016/5/0	MHLW plans confirm regenerative treatment including PRP; no explicit PRP kit/brand/manufacturer established.
B51-03	熊本県	熊本整形外科病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02G2511005/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B51-04	神奈川県	金沢八景整形外科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2403005/5/0	MHLW plans confirm PRP treatment; no explicit kit/brand/manufacturer established.
B51-05	静岡県	医療法人社団平成会 藤枝平成記念病院	CONFIRMED_NEW	APS	Zimmer Biomet	MHLW_EXACT_PLAN_PRODUCT_MAP	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2510006/5/0	Exact MHLW plan explicitly describes APS treatment; validated product registry maps APS to Zimmer Biomet.
B51-06	千葉県	医療法人成春会 北習志野花輪病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2512026/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B51-07	大分県	猿渡整形外科スポーツリハクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2010001/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B51-08	大阪府	大阪市立総合医療センター	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2604001/5/0	MHLW plans confirm PRP treatment; no explicit kit/brand/manufacturer established.
B51-09	愛知県	医療法人社団交和会 リブラささしまメディカルクリニック	HOLD_NO_BRAND	PRP|脂肪由来幹細胞		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2606014/5/0	MHLW plans confirm regenerative treatment including PRP; no explicit PRP kit/brand/manufacturer established.
B51-10	東京都	医療法人社団BODHI Dr.KAKUKOスポーツクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1912059/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B51-11	東京都	女性のための整形外科かおるこHappyクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2106016/5/0	MHLW plans confirm PRP treatment; no explicit kit/brand/manufacturer established.
B51-12	石川県	医療法人EKOC 東金沢整形外科クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2407008/5/0	MHLW plans confirm PRP treatment; no explicit kit/brand/manufacturer established.
B51-13	福井県	Mクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2510006/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B51-14	静岡県	医療法人社団明仁会 静岡リハビリペインクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2505007/5/0	MHLW plans confirm PRP treatment; no explicit kit/brand/manufacturer established.
B51-15	千葉県	医療法人社団順徳会 下総中山整形外科クリニック	HOLD_NO_BRAND	PRP|脂肪由来幹細胞		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601085/5/0	MHLW plans confirm regenerative treatment including PRP; no explicit PRP kit/brand/manufacturer established.
