facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B45-01	沖縄県	医療法人形成会 当山美容形成外科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02G2001025/5/0	MHLW plan confirms PRP treatment, but no explicit kit/brand/manufacturer was established.
B45-02	神奈川県	横浜整形外科クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2305023/5/0	MHLW plan confirms PRP treatment, but no explicit kit/brand/manufacturer was established.
B45-03	長野県	社会医療法人恵仁会 くろさわ病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2408006/5/0	MHLW plans confirm PRP treatment, but no explicit kit/brand/manufacturer was established.
B45-04	兵庫県	医療法人財団 神戸海星病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2504009/5/0	MHLW plan confirms PRP treatment, but no explicit kit/brand/manufacturer was established.
B45-05	埼玉県	医療法人社団武蔵野会 TMGあさか医療センター	CONFIRMED_NEW	GPS III|APS	Zimmer Biomet	MHLW_EXPLICIT_MANUFACTURER	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2407109/5/0	Exact MHLW explanation explicitly states GPS III and APS kits are both manufactured by ZIMMER BIOMET.
B45-06	大阪府	医療法人社団日生会 リバースセルクリニック	HOLD_NO_BRAND	院内PRP|高濃度PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2602011/5/0	MHLW plans confirm PRP treatment, but no explicit kit/brand/manufacturer was established.
B45-07	愛知県	おかざき足の血管外科・痛みのクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2205007/5/0	MHLW plan confirms PRP treatment, but no explicit kit/brand/manufacturer was established.
B45-08	東京都	上石神井オチクリニック整形外科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601089/5/0	MHLW plans confirm PRP treatment, but no explicit kit/brand/manufacturer was established.
B45-09	東京都	医療法人社団順公会 佐藤整形外科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2512064/5/0	MHLW plan confirms PRP treatment, but no explicit kit/brand/manufacturer was established.
B45-10	沖縄県	社会医療法人友愛会 友愛医療センター	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02G2602005/5/0	MHLW plan confirms PRP treatment, but no explicit kit/brand/manufacturer was established.
