facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B40-01	埼玉県	医療法人社団iD さいたま新都心iD整形外科	HOLD_NO_BRAND	PRP		FACILITY_OFFICIAL_NO_EXPLICIT_BRAND	https://id-seikei.com/	Current official site confirms PRP therapy, but no explicit kit/brand/manufacturer was established. Hold.
B40-02	大阪府	医療法人村上整形外科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2308018/5/0	MHLW plans confirm PRP therapy, but no explicit kit/brand/manufacturer was established. Hold.
B40-03	広島県	広島大学病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02F2604001/5/0	MHLW plans confirm PRP therapy, but no explicit kit/brand/manufacturer was established. Hold.
B40-04	東京都	一般社団法人天美会 Tenvi Clinic Ginza	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2602050/5/0	MHLW plan confirms PRP therapy, but no explicit kit/brand/manufacturer was established. Hold.
B40-05	東京都	医療法人社団育生会 私のクリニック目白	HOLD_NO_BRAND	PRP		FACILITY_OFFICIAL_NO_EXPLICIT_BRAND	https://www.watashino.jp/	Current official site confirms multiple PRP therapies, but no explicit kit/brand/manufacturer was established. Hold.
B40-06	栃木県	医療法人俊紅会 那須高原クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2309055/5/0	MHLW plans confirm PRP therapy, but no explicit kit/brand/manufacturer was established. Hold.
B40-07	神奈川県	医療法人順正会 横浜鶴ヶ峰病院付属予防医療クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2006014/5/0	MHLW plan confirms PRP therapy, but no explicit kit/brand/manufacturer was established. Hold.
B40-08	長野県	佐久市立国保浅間総合病院	CONFIRMED_NEW	GPS III|APS	Zimmer Biomet	MHLW_EXPLICIT_MANUFACTURER	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2504072/5/0	Exact MHLW explanation explicitly states GPS III and APS kits are both manufactured by ZIMMER BIOMET. No matching canonical entry was found in the pre-check.
B40-09	兵庫県	兵庫県立リハビリテーション中央病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2507022/5/0	MHLW plans confirm PRP therapy, but no explicit kit/brand/manufacturer was established. Hold.
B40-10	埼玉県	医療法人社団スマイル&ファイン いしがみ整形外科クリニック	HOLD_PROCESSING_OUTSOURCING_ONLY	PRP|PDF-FD		FACILITY_OFFICIAL_PROCESSING_OUTSOURCING	https://ishigami-seikei-cl.com/knees/	Current official page confirms PDF-FD/PRP-FD processing service; processing-outsourcing evidence remains excluded from manufacturer-share canonical. No explicit in-house PRP kit/brand/manufacturer established.
