facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B37-01	福岡県	学校法人 国際志学園 ZERO100クリニック	HOLD_NO_BRAND	PRP		OFFICIAL_SITE_NO_EXPLICIT_PRP_BRAND	https://zero100-clinic.com/	Official site is current and describes regenerative medicine, but no explicit PRP kit/brand/manufacturer was established. Hold without inference.
B37-02	鳥取県	医療法人育生会 高島病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01F2202004/5/0	MHLW plans confirm PRP treatment, but no explicit kit/brand/manufacturer was established. Hold.
B37-03	兵庫県	あまのペインクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2109007/5/0	Current MHLW PRP explanation confirms treatment but does not establish a kit/brand/manufacturer. Hold.
B37-04	埼玉県	医療法人 川久保病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2001042/5/0	MHLW plan confirms PRP treatment, but no explicit kit/brand/manufacturer was established. Hold.
B37-05	大阪府	医療法人天野整形外科	HOLD_NO_BRAND	PRP		FACILITY_OFFICIAL_AND_MHLW_NO_EXPLICIT_BRAND	https://www.amncl.com/	Official site and MHLW plan confirm PRP therapy; no explicit kit/brand/manufacturer was established. Hold.
B37-06	広島県	医療法人社団 日本鋼管福山病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03F2506005/5/0	MHLW plan confirms PRP treatment, but no explicit kit/brand/manufacturer was established. Hold.
B37-07	東京都	一般社団法人健寿会 表参道イーグルクリニック	HOLD_CLOSED	PRP|脂肪由来幹細胞		FACILITY_OFFICIAL_CLOSED	https://dosukoi-clinic.jp/	Official site states the clinic closed on 2025-03-31. Do not infer current manufacturer share from historical PRP activity.
B37-08	東京都	医療法人社団熊野前医院 たいら整形外科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503037/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer was established. Hold.
B37-09	東京都	葛西駅前あおぞら整形外科クリニック	CONFIRMED_NEW	APS	Zimmer Biomet	FACILITY_OFFICIAL_PRODUCT_MAP	https://aozora-seikei.com/regenerative-medicine/	Current official regenerative-medicine page explicitly offers APS therapy. Validated registry maps APS to Zimmer Biomet. PFC-FD remains processing-outsourcing-only and is excluded from manufacturer share.
B37-10	神奈川県	医療法人社団栄親会 横浜整形外科クリニック	HOLD_NO_BRAND	PRP		FACILITY_OFFICIAL_NO_EXPLICIT_BRAND	https://eishinkai-yokohama.com/	Current official site confirms PRP therapy, but no explicit kit/brand/manufacturer was established. Hold without inference.
