facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B27-01	愛知県	愛知医科大学病院	HOLD_NO_BRANDED_PRP			CURRENT_OFFICIAL_SITE_REVIEW	https://www.aichi-med-u.ac.jp/hospital/sh05/sh0511/sh051111/index.html	Current official cell-therapy center page reviewed; no branded orthopedic PRP kit/manufacturer confirmed.
B27-02	広島県	広島大学病院	HOLD_NO_BRANDED_PRP			CURRENT_WEB_REVIEW		Current primary/web review did not identify a branded PRP kit/manufacturer.
B27-03	静岡県	国立大学法人浜松医科大学 浜松医科大学医学部附属病院	HOLD_PRP_GENERIC_ONLY			FACILITY_OFFICIAL_PRP_ONLY	https://www.hama-med.ac.jp/hos/about-us/feature/adv-med-care/index.html	Current official hospital content confirms orthopedic PRP/regenerative medicine, but no branded kit/manufacturer is identified.
B27-04	東京都	東京医科大学病院	HOLD_NO_BRANDED_PRP			CURRENT_OFFICIAL_SITE_REVIEW	https://hospinfo.tokyo-med.ac.jp/shinryo/saisei/	Current official regenerative-medicine center page reviewed; no branded orthopedic PRP kit/manufacturer confirmed.
B27-05	栃木県	学校法人 獨協学園 獨協医科大学病院	HOLD_PRP_GENERIC_ONLY			FACILITY_OFFICIAL_PRP_ONLY	https://www.dokkyomed.ac.jp/hosp-m/department/consultation_organization/181	Current official regenerative-medicine center confirms orthopedic PRP injection therapy, but no branded kit/manufacturer is identified.
B27-06	東京都	医療法人社団円徳 慶友整形外科脊椎関節病院	HOLD_NO_BRANDED_PRP			CURRENT_OFFICIAL_SITE_PLUS_MHLW	https://adachikeiyu.com/	Current official group/hospital site and MHLW records reviewed; no branded PRP kit/manufacturer confirmed for this hospital.
B27-07	奈良県	医療法人興生会 吉本整形外科・外科病院	HOLD_PRP_GENERIC_ONLY			FACILITY_OFFICIAL_PLUS_MHLW	https://www.yoshimoto-seikei.com/	Current official hospital identity and current MHLW PRP records confirmed, but no branded kit/manufacturer identified.
B27-08	愛知県	医療法人社団福祉会 高須病院	HOLD_PRP_GENERIC_ONLY			FACILITY_OFFICIAL_PRP_ONLY	https://www.takasu-hp.or.jp/lp/	Current official hospital page confirms PRP treatment and current regenerative-medicine filing, but no branded kit/manufacturer identified.
B27-09	愛知県	名鉄病院	HOLD_KIT_NAME_UNDISCLOSED			FACILITY_OFFICIAL_PRP_KIT_GENERIC	https://www.meitetsu-hospital.jp/department/kansetsukyo01/	Current official page confirms PRP treatment and explicitly mentions a PRP preparation kit cost, but does not name the kit/manufacturer.
B27-10	茨城県	医療法人ここの実会 嶋崎病院	HOLD_PRP_GENERIC_ONLY			MHLW_CURRENT_PRP_RECORD	https://saiseiiryo.mhlw.go.jp/disclosed_committee/history/NA8160004	Current MHLW record confirms PRP treatment; no branded kit/manufacturer confirmed in reviewed evidence.
