facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B07-01	千葉県	しろやまいたみのクリニック	UNRESOLVED			FACILITY_OFFICIAL_PRP_ONLY	https://shiroyama-itami.jp/information/	Current official page confirms PRP but no branded kit/manufacturer identified.
B07-02	千葉県	医療法人社団順徳会 下総中山整形外科クリニック	UNRESOLVED			MHLW_CURRENT_PRP_ONLY	https://saiseiiryo.mhlw.go.jp/published_plan/index/3	Current MHLW listing confirms PRP plans; no branded kit/manufacturer identified in reviewed evidence.
B07-03	千葉県	医療法人社団千聡会 北原整形外科	UNRESOLVED			MHLW_CURRENT_PRP_ONLY	https://saiseiiryo.mhlw.go.jp/published_plan/index/2	Current MHLW listing confirms PRP; no branded kit/manufacturer identified in reviewed evidence.
B07-04	千葉県	医療法人社団志高会 たてやま整形外科クリニック	UNRESOLVED			FACILITY_OFFICIAL_PRP_ONLY	https://www.tateyama-seikei.com/diagnosis.html	Current official page confirms PRP but no branded kit/manufacturer identified.
B07-05	千葉県	医療法人社団曙会 流山中央病院	CONFIRMED_NEW	ACP	Arthrex	FACILITY_OFFICIAL_PRODUCT_MAP	https://nch.or.jp/department/medical-examination/orthopedics/prp%EF%BC%9A%E5%86%8D%E7%94%9F%E5%8C%BB%E7%99%82/	Current official hospital page explicitly labels treatment PRP:ACP. ACP is mapped to Arthrex in validated registry; previously collected Arthrex locator also lists this hospital.
B07-06	千葉県	医療法人社団煌和会 國分クリニック	UNRESOLVED			MHLW_PRP_ONLY	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2202006/5/0	Exact plan confirms PRP but reviewed extraction contains no branded kit/manufacturer.
B07-07	千葉県	医療法人社団誠富会 成田整形外科	HOLD_HISTORICAL	Condensia	京セラ	FACILITY_DIRECTOR_CONFERENCE_HISTORICAL	https://cellsheet.med.u-tokai.ac.jp/wp-content/uploads/2025/02/rethinking_biologics2024-compressed.pdf	2024 conference material by then-clinic director explicitly reports Condensia use and names Kyocera; current official site confirms PRP but does not name Condensia and now lists a different director, so not counted as current manufacturer evidence.
B07-08	千葉県	千葉ニュータウン整形外科リハビリテーションクリニック	ALREADY_CANONICAL	ACP	Arthrex	FACILITY_OFFICIAL_EXPLICIT	https://chibanewtownseikei.com/prp/	Already present in canonical manufacturer snapshot; no increment.
B07-09	千葉県	柏はせがわ整形外科	UNRESOLVED			MHLW_CURRENT_PRP_ONLY	https://saiseiiryo.mhlw.go.jp/published_plan/index/3	Current MHLW listing confirms PRP; no branded kit/manufacturer identified.
B07-10	埼玉県	まくり整形外科クリニック	UNRESOLVED			MHLW_EXACT_PLAN_NO_PRODUCT	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2305021/5/0	Prior exact-plan extraction found no branded product/manufacturer.
B07-11	埼玉県	医療法人社団iD さいたま新都心iD整形外科	UNRESOLVED			FACILITY_OFFICIAL_PRP_ONLY	https://id-seikei.com/medical/	Current official page confirms PRP but no branded kit/manufacturer identified.
B07-12	埼玉県	医療法人社団スマイル&ファイン いしがみ整形外科クリニック	UNRESOLVED			MHLW_EXACT_PLAN_NO_PRODUCT	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2402038/5/0	Prior exact-plan extraction found no branded product/manufacturer.
