facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B50-01	神奈川県	社会福祉法人恩賜財団済生会 横浜市東部病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2607021/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B50-02	静岡県	かわぐち整形外科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2102006/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B50-03	千葉県	しろやまいたみのクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2502010/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B50-04	大分県	仙波整形外科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2101005/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B50-05	大阪府	医療法人香華会 Re:Born Clinic 大阪院	HOLD_NO_BRAND	PRP|脂肪由来幹細胞		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2605005/5/0	MHLW plans confirm regenerative treatment including PRP; no explicit PRP kit/brand/manufacturer established.
B50-06	愛知県	医療法人SmartClinic 小牧スマートクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2505006/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B50-07	東京都	医療法人社団 山手クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2310059/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B50-08	東京都	十条整形外科リハビリクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2209017/5/0	MHLW plans confirm PRP treatment; no explicit kit/brand/manufacturer established in these plans.
B50-09	熊本県	保田窪整形外科病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2506014/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B50-10	神奈川県	社会福祉法人聖隷福祉事業団 聖隷横浜病院	CONFIRMED_NEW	APS	Zimmer Biomet	MHLW_EXACT_PLAN_PRODUCT_MAP	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2210001/5/0	Exact MHLW plan explicitly describes APS treatment; validated product registry maps APS to Zimmer Biomet.
B50-11	静岡県	医療法人社団オステオケア ないとう整形外科クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2303008/5/0	MHLW plans confirm PRP treatment; no explicit kit/brand/manufacturer established.
B50-12	千葉県	ジェフユナイテッド株式会社 診療所	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2201001/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B50-13	大分県	医療法人恵愛会 中村病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02G1911002/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B50-14	大阪府	吹田くわた内科・ペインクリニック	CONFIRMED_NEW	PRP	京セラ	MHLW_EXPLICIT_MANUFACTURER	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505012/5/1	Exact MHLW attachment states PRP preparation uses 京セラダブルスピン法.
B50-15	愛知県	医療法人愛恵会 愛光整形外科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02D1909077/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
