facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B38-01	長崎県	チカラ整形外科スポーツリウマチクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2311007/5/0	Current MHLW plan confirms PRP treatment but no explicit kit/brand/manufacturer was established. Hold.
B38-02	兵庫県	かみはらペインクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2412007/5/0	Current MHLW plan confirms PRP treatment but no explicit kit/brand/manufacturer was established. Hold.
B38-03	埼玉県	医療法人元志会 川越TACA川越下肢静脈瘤膝関節クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_AND_OFFICIAL_SITE_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2607036/5/0	Current MHLW plan confirms PRP treatment; current official clinic identity is confirmed, but no explicit kit/brand/manufacturer was established. Hold.
B38-04	大阪府	医療法人想千あわ整形外科クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2404012/5/0	Current MHLW plan confirms PRP treatment but no explicit kit/brand/manufacturer was established. Hold.
B38-05	広島県	医療法人社団成和会 うたのはら整形外科クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01F2212005/5/0	Current MHLW plan confirms PRP treatment but no explicit kit/brand/manufacturer was established. Hold.
B38-06	東京都	一般社団法人再健会 シン・整形外科 代々木上原	HOLD_PROCESSING_OUTSOURCING_PLUS_NO_BRAND	PRP-PRO|PRP-FD		FACILITY_OFFICIAL_NO_VALIDATED_MANUFACTURER	https://shin-yoyogiuehara.com/treatment/regenerative/	Current official site offers PRP-PRO and PRP-FD. No validated manufacturer mapping for PRP-PRO was established; PRP-FD remains processing-outsourcing-only and is excluded from manufacturer share.
B38-07	東京都	医療法人社団癒合会 高輪和合クリニック	CONFIRMED_NEW	MyCells	ESTAR Technologies	MHLW_EXACT_PLAN_PRODUCT_MAP	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2407028/5/0	Exact MHLW plan explicitly states Mycells PRP kit, Kaylight-made. Current validated registry maps MyCells to ESTAR Technologies.
B38-08	東京都	順天堂大学医学部附属練馬病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2308020/5/0	Current MHLW plans confirm PRP treatment but no explicit kit/brand/manufacturer was established. Hold.
B38-09	神奈川県	医療法人社団皆吉会プライムコーストみなとみらいクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_AND_OFFICIAL_SITE_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2504060/5/0	Current MHLW plans confirm PRP treatment; current official site confirms clinic operation, but no explicit kit/brand/manufacturer was established. Hold.
B38-10	長野県	Aiクリニック整形外科リハビリテーション科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2308062/5/0	Current MHLW plans confirm PRP treatment but no explicit kit/brand/manufacturer was established. Hold.
