facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B42-01	愛媛県	医療法人補天会 光生クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03F2501002/5/0	MHLW plans confirm PRP therapy, but no explicit kit/brand/manufacturer was established.
B42-02	東京都	一般社団法人東京LAB 高輪ゲートウェイ駅前整形外科クリニック	CONFIRMED_NEW	Condensia	京セラ	MHLW_EXACT_PLAN_PRODUCT_MAP	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2601048/5/0	Exact MHLW plan explicitly lists Condensia system; validated registry maps Condensia to Kyocera.
B42-03	東京都	医療法人社団色空会 お茶の水整形外科機能リハビリテーションクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2602027/5/0	MHLW plan confirms PRP therapy, but no explicit kit/brand/manufacturer was established.
B42-04	栃木県	医療法人恭友会 はせがわ整形外科クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2502004/5/0	MHLW plans confirm PRP therapy, but no explicit kit/brand/manufacturer was established.
B42-05	神奈川県	山下公園スパインクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2602044/5/0	MHLW plans confirm PRP therapy, but no explicit kit/brand/manufacturer was established.
B42-06	長野県	医療法人弘仁会 かもいクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2210029/5/0	MHLW plans confirm PRP therapy, but no explicit kit/brand/manufacturer was established.
B42-07	兵庫県	医療法人社団 中神クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2305041/5/0	MHLW plan confirms PRP therapy, but no explicit kit/brand/manufacturer was established.
B42-08	埼玉県	医療法人社団幸祥会 東整形外科	CONFIRMED_NEW	GPS III|APS|Condensia	Zimmer Biomet|京セラ	MHLW_EXACT_PLAN_PRODUCT_MAP	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2607073/5/0	Exact MHLW plan lists GPS III, APS and Condensia. Validated registry maps GPS/APS to Zimmer Biomet and Condensia to Kyocera.
B42-09	大阪府	医療法人生樹会 渡辺病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2412014/5/0	MHLW plan confirms PRP therapy, but no explicit kit/brand/manufacturer was established.
B42-10	愛媛県	社会医療法人石川記念会 HITO病院	CONFIRMED_NEW	GPS III|APS	Zimmer Biomet	MHLW_EXPLICIT_MANUFACTURER	https://saiseiiryo.mhlw.go.jp/published_plan/download/03F2405001/5/0	Exact MHLW explanation explicitly states GPS III and APS kits are both manufactured by ZIMMER BIOMET.
