facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B08-01	埼玉県	医療法人 川久保病院	UNRESOLVED			MHLW_CURRENT_PRP_ONLY	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2001042/5/0	Current MHLW plan confirms orthopedic PRP; current hospital site reviewed but no branded PRP kit/manufacturer identified.
B08-02	埼玉県	医療法人元志会 川越TACA川越下肢静脈瘤膝関節クリニック	UNRESOLVED_PRODUCT_LABEL	WSC-PRP		FACILITY_OFFICIAL_PRODUCT_UNMAPPED	https://kawagoe.taclinic.jp/menu/surgery/regenerative/	Current official page lists WSC-PRP/hachimitsu injection and knee treatment, but WSC-PRP is not mapped to a validated device manufacturer in the canonical registry.
B08-03	埼玉県	医療法人社団祐慈会 井上整形外科クリニック	UNRESOLVED			FACILITY_OFFICIAL_PRP_ONLY	https://www.inoue-seikeigeka.jp/	Current official page confirms PRP treatment for knee osteoarthritis but does not name a branded kit/manufacturer.
B08-04	埼玉県	医療法人彰友会 小林整形外科	UNRESOLVED			FACILITY_OFFICIAL_PRP_ONLY	https://www.kobayashi-seikei-kg.com/menu/page2	Current official page describes in-house PRP preparation and PDF-FD, but no branded PRP kit/manufacturer is identified.
B08-05	埼玉県	根本外科整形外科	UNRESOLVED			MHLW_CURRENT_PRP_ONLY	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2303014/5/0	Current MHLW PRP plan and price extraction contain no branded product/manufacturer.
B08-06	埼玉県	埼玉整形外科スポーツクリニック	UNRESOLVED			MHLW_CURRENT_PRP_ONLY	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2606063/5/0	Current MHLW plan confirms PRP; current clinic site reviewed with no branded kit/manufacturer identified.
B08-07	埼玉県	独立行政法人国立病院機構西埼玉中央病院	UNRESOLVED			FACILITY_OFFICIAL_GENERIC_KIT	https://nishisaitamachuo.hosp.go.jp/section/cnt0_000059.html	Current official hospital page states use of a special PRP separation kit but does not identify the kit or manufacturer.
B08-08	神奈川県	SBC整形外科クリニック横浜駅前院	UNRESOLVED			FACILITY_OFFICIAL_PRP_ONLY	https://www.sbc-seikeigeka.com/clinic/branch/yokohama/	Current official clinic/group pages confirm regenerative PRP treatment but no branded kit/manufacturer was identified.
B08-09	神奈川県	ヴェルディクリニック	UNRESOLVED			MHLW_CURRENT_PRP_ONLY	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2302050/5/0	Current MHLW PRP plan confirmed; no branded kit/manufacturer identified in reviewed evidence.
B08-10	神奈川県	エムズクリニック	UNRESOLVED			MHLW_CURRENT_PRP_ONLY	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2108035/5/0	Current MHLW PRP plan confirmed; no branded kit/manufacturer identified in reviewed evidence.
B08-11	神奈川県	シン・整形外科 綱島	UNRESOLVED_PRODUCT_LABEL	PRP-PRO		FACILITY_OFFICIAL_PRODUCT_UNMAPPED	https://tokyo-jointclinic.jp/tsunashima/treatment/regenerative/prppro/	Current official page documents PRP-PRO prepared by an external authorized cell-processing facility; no validated device manufacturer mapping was found, so no manufacturer assignment.
B08-12	神奈川県	のぼりと整形外科診療所	UNRESOLVED			FACILITY_OFFICIAL_PRP_ONLY	https://noborito-seikei.com/	Current official page confirms PRP regenerative medicine; no branded kit/manufacturer identified.
