facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B48-01	東京都	六本木北浜診療所	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603001/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B48-02	東京都	医療法人社団顕伊会 さい整形外科クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1907048/5/0	MHLW plans confirm PRP treatment; no explicit kit/brand/manufacturer established.
B48-03	滋賀県	公立甲賀病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307011/5/0	MHLW plans confirm PRP treatment; no explicit kit/brand/manufacturer established.
B48-04	神奈川県	武蔵小杉整形外科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C1905075/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B48-05	長野県	長野県厚生農業協同組合連合会 長野松代総合病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2310037/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B48-06	兵庫県	特定医療法人誠仁会 大久保病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E1906017/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B48-07	埼玉県	大宮はしもと整形外科	HOLD_NO_BRAND	PRP		FACILITY_OFFICIAL_NO_EXPLICIT_BRAND	https://omiyahashimoto.com/prp	Current official PRP page confirms in-house PRP treatment but does not identify kit/brand/manufacturer.
B48-08	大阪府	医療法人蒼優会 NLC野中腰痛クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2312014/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B48-09	愛知県	オーダーメイド・クリニック NAGOYA	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2306010/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B48-10	東京都	医療法人保仁会 神谷整形外科・眼科	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C1907031/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B48-11	東京都	医療法人美喜有会 リペアセルクリニック 東京院	HOLD_NO_BRAND	PRP|脂肪由来幹細胞		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2604060/5/0	MHLW plans confirm regenerative treatment including PRP; no explicit PRP kit/brand/manufacturer established.
B48-12	滋賀県	医療法人翠蓮会 とがの整形外科クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2412010/5/0	MHLW plans confirm PRP treatment; no explicit kit/brand/manufacturer established.
B48-13	神奈川県	湘南台まつえ整形外科・内科・リハビリテーションクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509005/5/0	MHLW plans confirm PRP treatment; no explicit kit/brand/manufacturer established.
B48-14	長野県	長野県立信州医療センター	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2606030/5/0	MHLW plan confirms PRP treatment; no explicit kit/brand/manufacturer established.
B48-15	兵庫県	藤田整形外科 スポーツクリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506023/5/0	MHLW plans confirm PRP treatment; no explicit kit/brand/manufacturer established.
