facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B44-01	東京都	医療法人社団豊饒会 RDクリニック東京銀座	HOLD_NO_BRAND	PRP|脂肪由来幹細胞		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2501001/5/0	MHLW plans confirm PRP/regenerative treatment, but no explicit PRP kit/brand/manufacturer was established.
B44-02	栃木県	学校法人獨協学園 獨協医科大学病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2604070/5/0	MHLW plans confirm PRP treatment, but no explicit kit/brand/manufacturer was established.
B44-03	神奈川県	横浜市立大学附属病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2411019/5/0	MHLW plan confirms PRP treatment, but no explicit kit/brand/manufacturer was established.
B44-04	長野県	医療法人雨宮病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2206051/5/0	MHLW plans confirm PRP treatment, but no explicit kit/brand/manufacturer was established.
B44-05	兵庫県	医療法人社団高遼会 整形外科たかひろクリニック	CONFIRMED_NEW	GPS III|APS	Zimmer Biomet	MHLW_EXPLICIT_MANUFACTURER	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0	Exact MHLW explanation explicitly states GPS III and APS kits are both manufactured by ZIMMER BIOMET.
B44-06	埼玉県	医療法人社団慶辰会 新越谷駅前えがわ整形外科クリニック	CONFIRMED_NEW	GPS III|APS	Zimmer Biomet	MHLW_EXPLICIT_MANUFACTURER	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2012028/5/0	Exact MHLW explanation explicitly states GPS III and APS kits are both manufactured by ZIMMER BIOMET.
B44-07	大阪府	医療法人社団彦星会 大阪中之島整形外科	CONFIRMED_NEW	APS	Zimmer Biomet	MHLW_EXACT_PLAN_PRODUCT_MAP	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2402001/5/0	Exact MHLW plan states approved APS kit is used for autologous PRP production; validated registry maps APS to Zimmer Biomet.
B44-08	愛知県	あいせい紀年病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2606001/5/0	MHLW plan confirms PRP treatment, but no explicit kit/brand/manufacturer was established.
B44-09	東京都	三宿通り整形外科クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2308049/5/0	MHLW plans confirm PRP treatment, but no explicit kit/brand/manufacturer was established.
B44-10	東京都	医療法人社団貴陽会 ラカンクリニック東京 麻布台	HOLD_NO_BRAND	PRP|脂肪由来幹細胞		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2507054/5/0	MHLW plans confirm regenerative treatment including PRP, but no explicit PRP kit/brand/manufacturer was established.
