facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B41-01	大阪府	医療法人桂礼会 小阪医院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2408018/5/0	MHLW plans confirm PRP therapy, but no explicit kit/brand/manufacturer was established.
B41-02	愛媛県	医療法人 鎌野病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03F2606001/5/0	MHLW plans confirm PRP therapy, but no explicit kit/brand/manufacturer was established.
B41-03	東京都	一般社団法人未来医療センター SENSHIN CLINIC	HOLD_NO_BRAND	PRP|脂肪由来幹細胞		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2506006/5/0	Current MHLW plans confirm regenerative medicine including PRP, but no explicit PRP kit/brand/manufacturer was established.
B41-04	東京都	医療法人社団舜成会 西国立整形外科クリニック	HOLD_NO_BRAND	PRP		FACILITY_OFFICIAL_NO_EXPLICIT_BRAND	https://nishikunitachi-seikei.com/clinic/	Current official site explicitly offers PRP therapy, but no explicit kit/brand/manufacturer was established.
B41-05	栃木県	医療法人健寿会 小山整形外科内科クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_AND_OFFICIAL_SITE_NO_EXPLICIT_BRAND	https://www.oyamaseikeigekanaika.jp/	Current MHLW listing confirms PRP treatment and official site confirms current operation; no explicit kit/brand/manufacturer was established.
B41-06	神奈川県	原整形外科医院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2412021/5/0	MHLW plan confirms PRP therapy, but no explicit kit/brand/manufacturer was established.
B41-07	長野県	医療法人仁雄会 穂高病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2507002/5/0	MHLW plan confirms PRP therapy, but no explicit kit/brand/manufacturer was established.
B41-08	兵庫県	医療法人LIGHT Kobe OCEANS Clinic	HOLD_NO_BRAND	PRP		FACILITY_OFFICIAL_NO_EXPLICIT_BRAND	https://oceans-medical.jp/charge/	Current official price page explicitly lists PRP therapy for skin and knee treatment, but no PRP kit/brand/manufacturer is stated.
B41-09	埼玉県	医療法人社団南越谷病院	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2102010/5/0	MHLW plans confirm PRP therapy, but no explicit kit/brand/manufacturer was established.
B41-10	大阪府	医療法人桜希会 東朋八尾健診クリニック	HOLD_NO_BRAND	PRP		MHLW_CURRENT_NO_EXPLICIT_BRAND	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2405011/5/0	MHLW plan confirms PRP therapy, but no explicit kit/brand/manufacturer was established.
