facility_id	prefecture	facility	status	product	manufacturer	evidence_type	evidence_url	note
B26-01	東京都	一般社団法人MAY 武蔵野アトラスターズ整形外科スポーツクリニック	PROCESSING_OUTSOURCING_ONLY	PFC-FD	セルソース株式会社	FACILITY_OFFICIAL_PROCESSING	https://musashinoasc.com/PFC-FD	Current official page confirms PRP/PFC-FD. PFC-FD is processed externally; keep watchlist-only, not manufacturer share.
B26-02	愛知県	医療法人蜂友会 はちや整形外科病院	HOLD_PRP_GENERIC_ONLY			FACILITY_OFFICIAL_PRP_ONLY	https://hachiya.or.jp/column/sport-and-arthroscopy/	Current official hospital page confirms PRP therapy but no branded kit/manufacturer identified.
B26-03	埼玉県	埼玉整形外科スポーツクリニック	HOLD_NO_BRANDED_PRP			CURRENT_OFFICIAL_SITE_REVIEW	https://s-osc.jp/	Current official site reviewed; no branded PRP kit/manufacturer identified.
B26-04	愛知県	ふくだ整形外科骨粗しょう症スポーツクリニック	HOLD_PRP_GENERIC_ONLY			MHLW_CURRENT_REVIEW	https://saiseiiryo.mhlw.go.jp/disclosed_committee/history/NA8200002	Current MHLW committee history confirms PRP plan; no branded kit/manufacturer identified in reviewed evidence.
B26-05	香川県	医療法人弘仁会 三条整形外科スポーツクリニック	HOLD_PRP_GENERIC_ONLY			MHLW_CURRENT_REVIEW	https://saiseiiryo.mhlw.go.jp/disclosed_committee/history/NA8190009	Current MHLW committee history confirms PRP plans; no branded kit/manufacturer identified in reviewed evidence.
B26-06	大阪府	医療法人社団彦星会 健都よねだスポーツ整形外科	HOLD_PRP_GENERIC_ONLY			FACILITY_OFFICIAL_PLUS_MHLW	https://yoneda-sportsclinic.com/	Current official site announces regenerative medicine; MHLW current plan confirms PRP. No branded kit/manufacturer identified.
B26-07	長崎県	チカラ整形外科スポーツリウマチクリニック	HOLD_PRP_GENERIC_ONLY			FACILITY_OFFICIAL_PLUS_MHLW	https://chikara-orthopaedics.com/menu	Current official site and MHLW plan confirm facility/PRP context; no branded kit/manufacturer identified.
B26-08	福岡県	医療法人 前川整形外科医院 前川整形外科スポーツクリニック	HOLD_PRP_GENERIC_ONLY			MHLW_COMMITTEE_HISTORY	https://saiseiiryo.mhlw.go.jp/disclosed_committee/history/NB5150007	MHLW history confirms PRP treatment; no branded kit/manufacturer identified.
B26-09	熊本県	保田窪整形外科病院	HOLD_NO_BRANDED_PRP			CURRENT_WEB_REVIEW		No current primary evidence identifying branded PRP kit/manufacturer found in this batch.
B26-10	熊本県	社会医療法人令和会 熊本整形外科病院	HOLD_PRP_GENERIC_ONLY			MHLW_CURRENT_REVIEW	https://saiseiiryo.mhlw.go.jp/disclosed_committee/history/NA8160006	Current MHLW committee history confirms PRP treatment; no branded kit/manufacturer identified.
